year,month,day,date,fruits_veggies,daily_stress,places_visited,core_circle,supporting_others,social_network,achievement,donation,bmi_range,todo_completed,flow,daily_steps,live_vision,sleep_hours,lost_vacation,daily_shouting,sufficient_income,personal_awards,time_for_passion,weekly_meditation,age,gender,work_life_balance_score,Positive Experience Index,Negative Experience Index,median
2018,9,12,2018-09-12,3,3,10,6,1,5,4,5,1,8,2,10,3,9,0,4,2,4,2,2,21 to 35,Female,687.4,71,30,12.3
2018,9,12,2018-09-12,5,1,10,5,10,10,10,5,1,8,10,10,10,8,0,2,2,10,10,10,21 to 35,Male,797.7,71,30,12.3
2018,9,12,2018-09-12,2,3,0,1,5,4,6,1,2,5,3,8,2,8,4,0,2,0,8,5,51 or more,Male,634.1,71,30,12.3
2018,9,12,2018-09-12,3,4,2,5,5,3,5,3,1,3,1,5,10,6,10,5,2,6,2,1,51 or more,Female,636.5,71,30,12.3
2018,9,12,2018-09-12,5,5,1,7,2,7,1,5,1,0,2,8,0,8,10,2,2,3,4,7,21 to 35,Male,646.0,71,30,12.3
2018,9,12,2018-09-12,1,0,8,10,6,10,2,3,1,7,7,10,4,9,0,1,2,2,4,10,Less than 20,Male,728.2,71,30,12.3
2018,9,13,2018-09-13,2,3,3,1,4,10,0,4,1,1,2,3,1,7,8,0,2,0,4,3,51 or more,Female,626.1,71,30,12.3
2018,9,13,2018-09-13,5,4,4,8,5,5,3,5,2,3,3,8,1,8,0,1,2,5,6,8,51 or more,Male,680.0,71,30,12.3
2018,9,13,2018-09-13,2,3,4,6,10,10,4,5,2,8,5,6,4,6,0,1,2,10,0,5,36 to 50,Male,691.1,71,30,12.3
2018,9,13,2018-09-13,3,3,4,5,3,3,2,1,2,7,3,5,5,7,5,1,2,5,3,7,51 or more,Female,640.1,71,30,12.3
2018,9,13,2018-09-13,5,1,5,10,8,10,7,0,2,5,1,2,5,8,0,2,2,6,4,5,36 to 50,Female,685.6,71,30,12.3
2018,9,14,2018-09-14,1,2,1,2,8,5,8,5,2,5,5,5,2,5,5,3,2,5,5,7,36 to 50,Female,653.3,71,30,12.3
2018,9,14,2018-09-14,5,3,10,10,10,7,4,3,1,8,2,6,3,8,0,1,2,10,1,8,51 or more,Female,727.2,71,30,12.3
2018,9,14,2018-09-14,4,4,4,2,4,3,2,5,1,6,3,10,0,7,5,7,2,5,3,10,21 to 35,Female,661.5,71,30,12.3
2018,9,14,2018-09-14,5,1,1,2,2,1,2,1,1,1,3,3,0,6,1,0,2,2,0,6,51 or more,Female,627.6,71,30,12.3
2018,9,15,2018-09-15,5,4,3,10,7,10,4,1,2,7,7,5,1,6,0,5,2,10,5,5,36 to 50,Female,680.7,71,30,12.3
2018,9,15,2018-09-15,0,1,10,3,10,4,2,5,1,2,1,7,5,9,0,0,2,2,3,8,Less than 20,Male,690.2,71,30,12.3
2018,9,16,2018-09-16,3,5,5,6,8,10,2,0,2,3,0,4,0,6,10,1,2,8,0,0,36 to 50,Female,609.1,71,30,12.3
2018,9,16,2018-09-16,4,3,7,6,5,7,2,5,2,7,4,7,3,6,5,4,1,4,5,4,51 or more,Female,648.8,71,30,12.3
2018,9,16,2018-09-16,1,4,2,5,1,3,1,1,1,1,3,2,0,8,5,0,2,2,1,10,21 to 35,Male,614.2,71,30,12.3
2018,9,16,2018-09-16,5,2,8,5,7,8,3,1,2,7,6,4,8,6,0,1,2,2,3,6,51 or more,Male,682.2,71,30,12.3
2018,9,16,2018-09-16,4,4,8,10,6,7,4,2,1,6,4,9,3,7,0,1,2,5,3,5,Less than 20,Female,700.4,71,30,12.3
2018,9,16,2018-09-16,2,1,2,6,1,2,1,1,1,3,2,3,5,6,3,0,2,2,0,7,36 to 50,Male,632.7,71,30,12.3
2018,9,17,2018-09-17,2,3,3,5,2,5,3,1,1,2,0,9,0,4,0,0,1,2,0,5,21 to 35,Male,614.8,71,30,12.3
2018,9,17,2018-09-17,3,2,10,3,5,5,8,1,1,8,1,10,3,8,5,3,2,8,2,8,Less than 20,Female,692.3,71,30,12.3
2018,9,17,2018-09-17,4,3,10,7,10,10,6,2,1,8,5,10,1,6,0,6,2,10,6,5,21 to 35,Female,724.2,71,30,12.3
2018,9,17,2018-09-17,5,4,10,8,7,10,4,5,1,7,3,5,5,7,0,1,2,10,10,7,21 to 35,Male,740.4,71,30,12.3
2018,9,17,2018-09-17,4,2,0,4,10,10,3,5,2,9,2,5,2,8,0,0,2,8,6,10,51 or more,Female,701.5,71,30,12.3
2018,9,17,2018-09-17,4,2,0,4,10,10,3,5,2,9,2,5,2,8,0,0,2,8,6,10,51 or more,Female,701.5,71,30,12.3
2018,9,17,2018-09-17,2,4,6,3,9,7,6,3,2,7,3,10,8,9,9,1,2,10,3,5,36 to 50,Male,680.6,71,30,12.3
2018,9,18,2018-09-18,5,1,8,4,2,8,3,1,1,2,3,8,1,7,0,5,2,6,4,4,Less than 20,Female,674.7,71,30,12.3
2018,9,18,2018-09-18,5,2,7,5,3,10,3,1,1,4,5,3,4,7,10,7,2,2,1,8,Less than 20,Female,653.3,71,30,12.3
2018,9,18,2018-09-18,5,4,2,10,3,10,3,0,2,5,2,7,10,8,0,7,2,0,1,3,Less than 20,Female,647.5,71,30,12.3
2018,9,18,2018-09-18,4,2,5,5,8,10,4,2,2,8,6,8,5,8,0,6,2,4,3,7,Less than 20,Female,688.5,71,30,12.3
2018,9,18,2018-09-18,5,1,8,5,2,8,5,1,1,1,4,8,1,7,0,5,2,5,3,4,Less than 20,Female,676.4,71,30,12.3
2018,9,18,2018-09-18,5,0,10,4,0,8,3,0,2,1,2,6,2,8,0,10,2,2,2,1,Less than 20,Female,630.3,71,30,12.3
2018,9,18,2018-09-18,4,4,6,7,5,9,6,3,1,7,5,8,5,8,0,7,2,4,4,5,Less than 20,Female,697.0,71,30,12.3
2018,9,18,2018-09-18,2,4,5,4,2,7,8,2,1,6,6,10,7,6,4,7,1,10,2,1,Less than 20,Female,654.5,71,30,12.3
2018,9,18,2018-09-18,3,4,4,8,5,10,4,1,1,9,8,7,4,9,7,4,2,6,2,4,Less than 20,Female,681.7,71,30,12.3
2018,9,18,2018-09-18,4,3,10,10,10,10,1,5,1,8,1,5,0,9,0,2,2,8,1,5,Less than 20,Female,713.6,71,30,12.3
2018,9,18,2018-09-18,2,3,8,10,7,10,7,4,1,8,6,3,3,8,4,3,1,6,3,7,Less than 20,Female,690.9,71,30,12.3
2018,9,18,2018-09-18,5,1,8,4,2,8,5,1,1,1,4,8,1,7,0,5,2,5,4,3,Less than 20,Female,674.7,71,30,12.3
2018,9,18,2018-09-18,4,3,10,6,5,10,5,2,1,7,2,4,10,9,5,4,2,8,2,3,Less than 20,Female,696.4,71,30,12.3
2018,9,18,2018-09-18,5,5,6,10,10,10,5,2,1,5,5,10,5,7,0,3,2,4,2,6,Less than 20,Female,710.8,71,30,12.3
2018,9,18,2018-09-18,2,4,5,5,3,10,3,1,1,7,3,5,5,7,0,1,2,3,1,7,Less than 20,Female,667.3,71,30,12.3
2018,9,18,2018-09-18,3,2,10,7,7,10,6,2,1,6,7,2,7,8,0,2,1,8,8,7,Less than 20,Female,711.1,71,30,12.3
2018,9,18,2018-09-18,3,2,2,8,10,2,3,0,1,4,2,3,3,8,0,1,2,10,3,10,21 to 35,Male,680.7,71,30,12.3
2018,9,18,2018-09-18,4,5,2,4,10,5,4,5,2,10,3,6,2,5,10,5,2,5,4,10,36 to 50,Female,653.5,71,30,12.3
2018,9,18,2018-09-18,3,3,6,8,1,5,3,5,2,10,7,10,4,7,0,4,2,10,1,5,51 or more,Male,688.7,71,30,12.3
2018,9,18,2018-09-18,3,1,4,7,10,5,2,5,1,6,2,10,7,8,0,1,2,6,1,7,51 or more,Female,714.4,71,30,12.3
2018,9,18,2018-09-18,1,2,5,7,5,10,0,1,1,3,4,4,1,9,0,1,1,3,0,6,21 to 35,Female,642.0,71,30,12.3
2018,9,18,2018-09-18,0,4,3,6,5,6,4,3,1,0,0,1,0,10,2,8,1,3,0,1,21 to 35,Male,592.3,71,30,12.3
2018,9,18,2018-09-18,3,1,2,7,3,10,2,5,1,9,4,7,4,7,0,2,2,4,5,10,51 or more,Female,710.2,71,30,12.3
2018,9,19,2018-09-19,4,1,10,5,10,8,8,3,1,7,3,9,2,6,4,3,2,6,5,5,21 to 35,Female,715.5,71,30,12.3
2018,9,19,2018-09-19,4,1,3,2,0,2,2,0,1,5,1,7,1,9,10,1,2,0,1,7,Less than 20,Male,623.9,71,30,12.3
2018,9,19,2018-09-19,3,1,4,3,1,3,2,5,1,4,1,7,3,9,0,0,2,4,0,5,51 or more,Female,666.4,71,30,12.3
2018,9,19,2018-09-19,2,0,3,10,10,10,3,0,2,10,3,5,5,8,0,0,2,3,10,10,Less than 20,Female,706.6,71,30,12.3
2018,9,19,2018-09-19,5,2,10,10,5,5,5,0,1,5,4,10,4,7,0,3,2,7,1,1,21 to 35,Female,695.5,71,30,12.3
2018,9,19,2018-09-19,2,3,7,3,6,4,4,3,1,3,5,8,2,7,3,2,2,6,2,8,21 to 35,Male,673.0,71,30,12.3
2018,9,20,2018-09-20,1,1,10,1,1,4,2,1,1,9,1,10,1,8,0,1,2,2,4,10,36 to 50,Male,673.6,71,30,12.3
2018,9,20,2018-09-20,3,2,6,4,8,4,1,5,1,5,4,5,10,8,6,2,2,1,4,7,21 to 35,Female,684.5,71,30,12.3
2018,9,20,2018-09-20,3,2,2,7,5,10,6,1,1,8,0,1,10,7,3,0,2,8,3,9,Less than 20,Female,693.7,71,30,12.3
2018,9,21,2018-09-21,5,3,3,8,9,10,6,2,1,4,1,10,1,7,10,8,2,10,1,5,36 to 50,Female,675.1,71,30,12.3
2018,9,21,2018-09-21,1,5,3,4,10,10,1,0,2,5,5,7,7,8,4,6,1,6,5,2,51 or more,Female,623.7,71,30,12.3
2018,9,21,2018-09-21,3,2,8,7,5,10,10,4,2,10,6,7,5,7,0,1,2,5,8,6,36 to 50,Female,722.1,71,30,12.3
2018,9,21,2018-09-21,3,5,5,10,6,5,5,1,2,8,2,10,1,7,0,7,2,5,4,10,36 to 50,Female,664.9,71,30,12.3
2018,9,21,2018-09-21,3,3,6,9,8,10,6,4,2,8,6,3,10,7,3,7,2,4,9,10,Less than 20,Male,706.0,71,30,12.3
2018,9,21,2018-09-21,2,1,10,10,10,10,5,4,1,2,4,4,4,7,10,2,2,10,8,8,36 to 50,Male,716.4,71,30,12.3
2018,9,21,2018-09-21,5,1,10,2,8,10,5,3,1,3,4,8,5,7,0,2,2,10,7,6,51 or more,Female,729.1,71,30,12.3
2018,9,21,2018-09-21,5,1,10,5,10,5,2,4,1,8,1,5,1,8,0,5,2,5,2,10,36 to 50,Female,704.9,71,30,12.3
2018,9,21,2018-09-21,3,2,10,5,4,5,3,1,2,7,4,8,3,6,0,1,2,10,1,5,36 to 50,Male,672.8,71,30,12.3
2018,9,21,2018-09-21,3,4,10,6,3,3,2,3,1,3,1,10,0,5,7,4,2,10,0,1,21 to 35,Male,644.1,71,30,12.3
2018,9,21,2018-09-21,2,3,1,6,2,6,1,1,1,9,2,1,10,7,5,2,2,7,2,10,36 to 50,Male,659.7,71,30,12.3
2018,9,22,2018-09-22,5,4,3,8,8,4,2,5,1,7,2,2,0,7,0,1,1,1,2,10,51 or more,Female,659.9,71,30,12.3
2018,9,22,2018-09-22,1,5,8,8,10,4,6,2,1,8,1,1,1,5,1,1,1,10,9,2,21 to 35,Female,659.3,71,30,12.3
2018,9,22,2018-09-22,2,2,3,4,8,7,0,2,2,7,3,2,5,6,0,2,1,5,1,7,21 to 35,Female,630.8,71,30,12.3
2018,9,23,2018-09-23,5,0,6,5,10,2,10,5,1,8,8,5,10,9,0,0,2,10,10,10,21 to 35,Male,773.1,71,30,12.3
2018,9,23,2018-09-23,1,1,10,3,10,10,4,0,2,1,3,6,10,8,0,4,2,7,2,4,21 to 35,Male,672.8,71,30,12.3
2018,9,23,2018-09-23,5,4,3,5,10,10,6,2,2,8,2,10,10,6,2,2,2,3,1,5,51 or more,Female,685.1,71,30,12.3
2018,9,23,2018-09-23,4,4,3,5,10,2,2,5,1,8,8,10,2,7,7,3,2,10,1,10,51 or more,Female,697.2,71,30,12.3
2018,9,23,2018-09-23,2,3,3,6,3,5,3,1,1,4,2,3,1,6,0,2,2,4,2,6,21 to 35,Male,641.2,71,30,12.3
2018,9,23,2018-09-23,5,3,6,6,9,10,3,5,2,6,2,7,4,7,0,2,2,6,4,7,21 to 35,Female,698.3,71,30,12.3
2018,9,23,2018-09-23,2,3,6,4,8,6,3,5,2,4,3,5,2,6,3,5,2,2,0,10,21 to 35,Female,646.7,71,30,12.3
2018,9,23,2018-09-23,3,3,3,4,7,10,3,5,2,6,5,5,5,8,3,0,1,8,3,4,21 to 35,Female,662.4,71,30,12.3
2018,9,24,2018-09-24,3,1,10,5,10,3,5,5,1,9,3,5,2,9,0,1,2,5,4,10,Less than 20,Female,722.1,71,30,12.3
2018,9,25,2018-09-25,1,5,5,6,2,10,1,0,1,4,0,2,2,6,2,0,1,2,2,2,Less than 20,Male,603.6,71,30,12.3
2018,9,25,2018-09-25,4,2,10,10,10,5,4,5,2,9,3,10,2,7,0,6,1,10,5,10,36 to 50,Female,705.7,71,30,12.3
2018,9,26,2018-09-26,2,5,2,3,0,5,0,0,2,9,2,1,1,6,0,3,1,6,2,3,36 to 50,Male,581.3,71,30,12.3
2018,9,26,2018-09-26,5,2,5,5,10,5,10,5,2,7,5,3,10,8,2,2,2,7,8,4,51 or more,Male,714.7,71,30,12.3
2018,9,26,2018-09-26,1,4,2,1,1,6,0,1,2,9,0,4,0,8,10,7,2,0,0,6,21 to 35,Male,573.8,71,30,12.3
2018,9,27,2018-09-27,2,3,10,10,10,10,10,4,2,8,9,3,6,9,10,7,2,8,4,10,51 or more,Female,709.8,71,30,12.3
2018,9,27,2018-09-27,2,5,0,3,3,2,5,1,1,2,0,1,1,8,0,10,2,8,1,1,21 to 35,Male,598.7,71,30,12.3
2018,9,28,2018-09-28,1,2,3,3,10,10,8,2,2,6,6,7,10,6,2,4,1,6,3,10,36 to 50,Female,672.6,71,30,12.3
2018,9,28,2018-09-28,5,4,3,2,3,3,8,4,1,7,3,9,2,8,2,4,2,10,2,5,21 to 35,Male,681.9,71,30,12.3
2018,9,28,2018-09-28,5,0,10,10,10,6,10,2,1,10,8,8,10,8,0,1,2,10,7,10,36 to 50,Female,785.4,71,30,12.3
2018,9,28,2018-09-28,2,1,10,7,10,7,2,0,2,8,4,6,3,7,7,3,2,8,1,10,36 to 50,Male,674.3,71,30,12.3
2018,9,29,2018-09-29,2,2,2,5,3,10,2,5,2,6,4,10,4,6,3,6,1,4,1,5,36 to 50,Male,637.5,71,30,12.3
2018,9,29,2018-09-29,2,3,2,4,4,4,4,1,1,2,2,1,3,5,0,5,1,5,0,4,Less than 20,Female,604.9,71,30,12.3
2018,9,29,2018-09-29,3,5,3,10,6,10,2,3,1,9,6,10,5,6,0,2,2,7,3,2,51 or more,Female,698.7,71,30,12.3
2018,9,30,2018-09-30,5,5,10,3,3,2,3,0,1,5,5,6,2,7,6,2,2,1,4,4,21 to 35,Female,643.7,71,30,12.3
2018,9,30,2018-09-30,2,4,3,5,2,5,5,1,2,2,3,6,5,8,10,4,2,4,6,6,Less than 20,Female,621.8,71,30,12.3
2018,9,30,2018-09-30,5,3,5,6,5,6,3,2,1,7,4,4,2,8,3,2,2,4,2,7,36 to 50,Female,675.8,71,30,12.3
2018,9,30,2018-09-30,5,3,4,10,10,10,5,5,1,7,4,5,10,7,2,1,1,5,8,6,36 to 50,Female,720.0,71,30,12.3
2018,10,1,2018-10-01,2,1,10,8,3,7,4,0,2,7,3,6,4,8,0,5,2,10,0,7,51 or more,Female,672.8,71,30,12.3
2018,10,1,2018-10-01,1,5,2,3,3,9,4,2,1,7,3,10,5,5,4,7,1,3,1,2,21 to 35,Female,618.6,71,30,12.3
2018,10,1,2018-10-01,3,3,3,5,2,2,5,1,1,1,1,8,0,7,10,1,2,10,1,10,51 or more,Male,642.4,71,30,12.3
2018,10,1,2018-10-01,5,4,5,8,10,3,4,5,1,4,2,10,1,7,10,0,2,10,2,10,36 to 50,Female,697.2,71,30,12.3
2018,10,2,2018-10-02,1,2,7,5,10,7,8,5,1,8,8,8,3,6,10,1,2,10,7,7,36 to 50,Female,718.7,71,30,12.3
2018,10,2,2018-10-02,0,1,0,2,0,2,2,0,1,6,0,1,5,5,6,1,2,0,0,1,Less than 20,Male,587.9,71,30,12.3
2018,10,2,2018-10-02,1,2,1,5,10,10,4,5,2,4,1,2,5,7,0,2,1,6,2,5,36 to 50,Female,644.6,71,30,12.3
2018,10,2,2018-10-02,5,1,2,1,2,3,2,1,1,0,1,2,10,9,0,2,1,1,2,8,Less than 20,Male,633.1,71,30,12.3
2018,10,2,2018-10-02,3,3,2,4,5,5,2,1,1,6,1,10,1,5,2,2,2,6,3,0,Less than 20,Female,645.8,71,30,12.3
2018,10,3,2018-10-03,2,4,2,10,5,10,1,2,2,5,2,3,5,8,0,10,2,10,5,2,51 or more,Female,645.0,71,30,12.3
2018,10,4,2018-10-04,4,2,4,8,6,6,5,2,1,5,7,8,9,7,3,3,2,7,3,4,Less than 20,Female,701.9,71,30,12.3
2018,10,4,2018-10-04,5,1,10,9,3,9,5,5,1,8,4,5,1,8,0,0,2,8,4,4,36 to 50,Female,727.0,71,30,12.3
2018,10,4,2018-10-04,4,4,8,5,10,8,6,3,2,6,2,5,5,7,0,3,2,10,6,7,51 or more,Female,696.2,71,30,12.3
2018,10,4,2018-10-04,1,2,8,5,8,8,6,5,2,0,5,7,3,6,0,0,2,9,8,7,36 to 50,Female,696.4,71,30,12.3
2018,10,4,2018-10-04,2,3,4,10,7,5,5,2,2,8,4,3,2,6,0,6,2,5,3,6,21 to 35,Female,654.8,71,30,12.3
2018,10,4,2018-10-04,2,4,10,2,2,10,5,1,2,10,1,6,2,6,0,0,2,10,0,7,36 to 50,Female,663.9,71,30,12.3
2018,10,4,2018-10-04,2,4,10,9,10,10,3,5,2,8,9,8,3,7,0,5,2,7,6,9,21 to 35,Female,717.2,71,30,12.3
2018,10,4,2018-10-04,2,3,3,8,1,10,4,0,2,8,2,5,6,7,4,8,2,8,0,7,21 to 35,Male,640.1,71,30,12.3
2018,10,5,2018-10-05,4,2,5,5,4,8,3,0,1,7,2,3,2,7,0,2,2,3,2,6,21 to 35,Male,663.5,71,30,12.3
2018,10,5,2018-10-05,4,2,5,5,4,8,3,0,1,7,2,3,2,7,0,2,2,3,2,6,21 to 35,Male,663.5,71,30,12.3
2018,10,5,2018-10-05,4,3,4,4,6,10,3,0,2,3,1,10,0,9,0,7,2,2,1,7,21 to 35,Female,641.5,71,30,12.3
2018,10,5,2018-10-05,3,4,5,4,5,10,5,3,2,5,7,5,6,7,0,0,2,10,5,5,51 or more,Female,687.7,71,30,12.3
2018,10,5,2018-10-05,4,5,1,4,3,2,0,5,1,5,2,3,8,8,9,4,2,10,1,2,36 to 50,Female,638.2,71,30,12.3
2018,10,5,2018-10-05,1,5,4,3,0,4,1,0,1,4,1,8,4,6,0,0,1,3,2,3,21 to 35,Female,606.5,71,30,12.3
2018,10,5,2018-10-05,1,2,4,8,1,5,0,2,1,2,3,6,3,8,0,0,1,2,4,8,21 to 35,Male,642.2,71,30,12.3
2018,10,5,2018-10-05,2,5,1,4,0,10,0,5,2,5,1,2,0,10,10,10,1,5,2,10,21 to 35,Female,587.4,71,30,12.3
2018,10,5,2018-10-05,3,4,3,7,2,7,2,3,1,2,1,3,10,8,5,0,2,10,1,3,51 or more,Female,662.0,71,30,12.3
2018,10,6,2018-10-06,1,2,10,6,10,10,5,5,2,7,2,5,10,8,2,2,2,10,1,8,36 to 50,Female,710.0,71,30,12.3
2018,10,6,2018-10-06,2,2,3,3,2,4,2,1,1,5,2,6,1,6,7,2,2,2,1,2,36 to 50,Female,618.0,71,30,12.3
2018,10,6,2018-10-06,2,3,10,10,2,10,6,3,1,1,1,10,1,6,0,2,2,0,3,10,Less than 20,Male,686.8,71,30,12.3
2018,10,6,2018-10-06,5,2,5,4,3,6,1,0,1,6,0,6,0,7,0,1,2,1,1,6,21 to 35,Female,650.5,71,30,12.3
2018,10,6,2018-10-06,2,2,2,7,7,10,5,2,1,2,5,9,1,7,3,2,2,7,8,5,21 to 35,Female,690.2,71,30,12.3
2018,10,6,2018-10-06,1,4,0,1,0,1,1,0,2,1,0,4,0,5,8,5,1,0,0,4,21 to 35,Male,525.6,71,30,12.3
2018,10,6,2018-10-06,4,3,5,4,7,2,7,5,1,7,5,8,7,8,0,5,2,7,5,10,21 to 35,Female,715.7,71,30,12.3
2018,10,7,2018-10-07,1,1,1,4,1,10,3,5,2,8,2,5,2,7,10,3,2,10,2,6,21 to 35,Male,645.2,71,30,12.3
2018,10,7,2018-10-07,5,2,10,1,5,7,3,1,1,3,1,5,5,8,10,2,2,3,5,10,36 to 50,Female,669.2,71,30,12.3
2018,10,7,2018-10-07,3,2,10,10,10,10,10,5,2,5,5,5,10,7,0,1,2,7,8,10,51 or more,Female,747.2,71,30,12.3
2018,10,7,2018-10-07,5,5,5,5,5,2,2,5,1,10,1,10,2,6,0,1,2,10,1,10,36 to 50,Male,697.0,71,30,12.3
2018,10,7,2018-10-07,5,2,10,10,5,6,10,1,1,9,2,3,2,8,0,1,2,10,2,10,21 to 35,Male,723.2,71,30,12.3
2018,10,7,2018-10-07,3,5,5,4,10,8,1,5,2,9,3,5,5,6,10,5,2,10,9,7,51 or more,Male,670.5,71,30,12.3
2018,10,7,2018-10-07,4,2,7,4,6,4,3,0,1,9,8,4,5,7,10,3,1,8,10,10,Less than 20,Female,675.6,71,30,12.3
2018,10,8,2018-10-08,2,4,3,2,6,3,2,2,1,4,0,4,3,6,5,4,1,3,1,1,21 to 35,Male,595.5,71,30,12.3
2018,10,8,2018-10-08,1,1,6,6,10,4,3,0,1,8,2,10,10,9,6,2,2,2,8,6,21 to 35,Male,694.2,71,30,12.3
2018,10,8,2018-10-08,4,3,6,3,3,4,4,5,1,5,2,3,5,7,5,2,2,10,2,2,51 or more,Female,666.9,71,30,12.3
2018,10,8,2018-10-08,4,4,10,6,5,10,10,5,1,7,3,3,10,8,0,1,2,10,6,10,51 or more,Male,745.3,71,30,12.3
2018,10,9,2018-10-09,3,4,0,2,7,3,2,0,2,9,1,10,0,8,10,5,1,5,1,5,36 to 50,Female,592.0,71,30,12.3
2018,10,9,2018-10-09,0,0,10,10,10,1,2,5,2,5,4,1,10,4,10,10,1,3,8,9,36 to 50,Male,642.1,71,30,12.3
2018,10,9,2018-10-09,3,5,10,9,10,10,3,5,2,5,1,6,6,7,10,4,2,10,5,10,51 or more,Female,689.6,71,30,12.3
2018,10,9,2018-10-09,3,4,10,8,10,10,5,5,2,6,2,6,6,7,10,3,2,10,7,3,51 or more,Female,691.3,71,30,12.3
2018,10,9,2018-10-09,1,3,10,10,10,10,10,3,1,8,0,6,2,7,3,10,2,10,1,5,21 to 35,Female,696.4,71,30,12.3
2018,10,9,2018-10-09,2,5,3,2,5,5,2,5,1,9,3,10,3,6,10,0,2,5,10,10,51 or more,Male,678.3,71,30,12.3
2018,10,10,2018-10-10,3,4,2,10,4,10,8,2,1,5,8,4,5,7,0,1,1,10,6,7,Less than 20,Female,694.3,71,30,12.3
2018,10,10,2018-10-10,3,4,2,10,4,10,6,2,1,5,8,4,5,7,0,1,1,10,3,7,Less than 20,Female,685.8,71,30,12.3
2018,10,10,2018-10-10,1,2,1,10,6,5,3,2,2,7,1,3,4,7,0,1,2,10,2,6,51 or more,Male,658.4,71,30,12.3
2018,10,10,2018-10-10,3,1,8,10,10,10,4,3,1,9,3,3,2,7,0,1,2,2,5,5,21 to 35,Male,711.1,71,30,12.3
2018,10,10,2018-10-10,4,2,10,7,7,10,5,5,2,10,2,4,10,6,0,3,2,7,4,6,36 to 50,Female,714.5,71,30,12.3
2018,10,10,2018-10-10,2,4,7,6,10,1,4,4,1,6,8,5,2,7,0,1,2,10,8,3,21 to 35,Male,699.6,71,30,12.3
2018,10,10,2018-10-10,3,5,4,4,5,10,6,4,2,5,5,4,0,5,0,7,2,6,2,3,36 to 50,Female,641.2,71,30,12.3
2018,10,10,2018-10-10,2,3,7,7,4,5,3,0,2,7,5,4,3,8,0,5,2,7,2,5,21 to 35,Female,648.6,71,30,12.3
2018,10,10,2018-10-10,4,0,3,5,3,5,3,4,1,9,3,8,10,8,0,1,2,10,3,10,51 or more,Male,725.9,71,30,12.3
2018,10,10,2018-10-10,3,1,6,10,5,10,5,1,1,8,5,7,5,6,5,2,2,5,5,10,21 to 35,Female,710.0,71,30,12.3
2018,10,10,2018-10-10,3,2,5,10,6,10,6,1,1,8,5,7,4,6,5,2,2,5,5,10,21 to 35,Female,706.6,71,30,12.3
2018,10,10,2018-10-10,3,4,5,5,4,5,4,5,1,7,2,2,4,7,3,8,2,6,3,4,36 to 50,Female,656.5,71,30,12.3
2018,10,11,2018-10-11,3,3,5,5,10,5,3,5,2,6,1,5,0,6,0,6,2,8,1,9,36 to 50,Female,662.0,71,30,12.3
2018,10,11,2018-10-11,2,3,2,5,10,4,10,5,2,4,1,3,1,7,1,3,2,5,2,10,36 to 50,Female,661.8,71,30,12.3
2018,10,11,2018-10-11,1,5,5,7,8,8,4,3,2,6,6,7,10,7,0,1,2,8,1,4,21 to 35,Female,679.6,71,30,12.3
2018,10,11,2018-10-11,3,3,7,7,8,10,7,4,2,4,8,4,10,7,8,0,1,5,7,8,21 to 35,Female,685.8,71,30,12.3
2018,10,12,2018-10-12,4,0,10,10,7,2,9,5,2,3,1,2,0,8,0,0,2,10,0,10,51 or more,Female,699.2,71,30,12.3
2018,10,12,2018-10-12,4,1,10,6,9,2,1,5,2,2,0,7,0,8,0,0,2,6,0,10,51 or more,Female,678.1,71,30,12.3
2018,10,12,2018-10-12,5,3,6,4,10,10,3,3,2,5,3,7,4,6,4,1,2,2,1,1,51 or more,Male,660.7,71,30,12.3
2018,10,12,2018-10-12,3,3,10,10,10,10,4,4,2,1,2,4,5,7,0,3,2,10,6,5,36 to 50,Female,697.7,71,30,12.3
2018,10,12,2018-10-12,3,2,10,7,10,8,8,5,1,8,5,8,2,8,0,0,2,6,5,10,21 to 35,Female,746.3,71,30,12.3
2018,10,12,2018-10-12,5,3,6,4,6,10,10,3,1,8,5,10,5,6,10,8,1,10,10,7,Less than 20,Female,698.7,71,30,12.3
2018,10,12,2018-10-12,5,3,5,4,6,10,10,3,1,8,4,8,3,6,10,7,2,10,6,8,Less than 20,Female,701.7,71,30,12.3
2018,10,12,2018-10-12,2,2,2,3,0,3,5,5,1,7,5,4,5,9,2,1,1,10,4,3,21 to 35,Female,660.7,71,30,12.3
2018,10,12,2018-10-12,2,1,5,8,3,6,5,2,2,5,1,10,6,6,10,0,1,4,5,10,Less than 20,Female,649.4,71,30,12.3
2018,10,12,2018-10-12,5,2,7,10,10,10,8,5,1,5,6,3,5,7,0,3,2,4,6,5,51 or more,Female,731.5,71,30,12.3
2018,10,12,2018-10-12,5,5,0,5,5,5,2,5,1,9,7,10,4,5,10,3,1,5,4,10,Less than 20,Female,662.8,71,30,12.3
2018,10,12,2018-10-12,1,3,3,4,3,5,1,1,2,4,1,6,1,7,1,1,1,4,2,2,Less than 20,Male,596.1,71,30,12.3
2018,10,12,2018-10-12,3,1,0,1,5,4,3,1,2,2,0,8,1,6,10,1,1,6,0,1,21 to 35,Male,584.4,71,30,12.3
2018,10,12,2018-10-12,3,5,10,4,5,10,10,1,2,8,2,6,4,5,0,1,2,5,2,10,Less than 20,Male,679.0,71,30,12.3
2018,10,14,2018-10-14,4,3,6,5,2,7,8,0,1,7,2,6,1,7,6,4,2,8,3,8,21 to 35,Female,669.2,71,30,12.3
